,title,text,date
69,[알쓸신잡(新Job)] 인공지능 산업의 발전에 앞장서는 데이터...,"사람과 비슷한 수준으로 대화가 가능한 인공지능 챗봇, ‘챗GPT’를 알고 계신가요? 챗GPT의 등장은 세계적인 선풍을 일으키며 그에 따라... 한국지능정보사회진흥원(NIA)이 진행하는 국가사업의 데이터 가공 업무에 참여토록 하여 디지털 일자리 창출에도 앞장서고 있습니다. 데이터...",2023.07.14.
70,인공지능 PPT 생성 - Gamma App,"정말 올해의 핫하디 핫한 키워드는, 누가 뭐라 해도 인공지능, AI 일것입니다. 물어보는것에 대답을 해주고, 일목요연하게 정리 해주고, 그림도 그려주고... 정말 무궁무진하게 발전하고 있는듯 한데요. 가볍에 테스트 해볼만한 사이트 하나 가져와봤어요! 바로바로, https://gamma.app...",2023.09.21.
71,초보자도 쉽게 이해할 수 있는 인공지능 AI,"이런 현상과 함께 인공지능(AI) 또는 ""머신 러닝"" 모델은 계속 진화해 가고 있습니다. 오늘은 초보자도 쉽게 이해할 수 있는 인공지능 가이드로 챗봇을 넘어 다양한 종류의 인공지능을 발견하고 이 새로운 디지털 창조물들이 이미 우리의 삶에서 어떤 역할을 하고 있는지...",2023.08.07.
72,멕시코의 인공지능(AI) 산업,"중 인공지능(AI)은 컴퓨터 시스템 내 알고리즘을 만들어 컴퓨터가 인간처럼 학습하고, 추론하고, 지각할 수 있도록 하는 기술입니다. 인공지능은 자동화, 데이터 분석, 이미지 및 음성 인식, 고객 응대, 자율 주행 등 다양하게 활용될 수 있어 4차 산업혁명의 핵심 기술...",2023.08.27.
73,"인공지능 Ai 챗봇 뜻, 활용분야 및 장점 알아보자",인공지능 기반의 Ai 챗봇은 사람과의 대화를 모방하고 학습할 수 있기 때문에 시간이 지남에 따라 더 지능적으로 작동하는 것이 특징입니다. 2. AI 챗봇의 활용 분야: Ai 챗봇은 다양한 분야에서 활용할 수 있습니다. 간략하게 활용 사례를 보여드릴게요. 고객 서비스 : 기업은 Ai...,2023.10.12.
74,‘학술회의는 지겨워’라는 편견을 깬 2023 인공지능대학원...,"인공지능이 단순히 지능을 묻고 답하는 걸 넘어 인간의 영역이라 불리던 예술까지 넘보고 있는데요. 미술도 이제는 인공지능이 그린 그림과 사람이 그린 그림을 구분하기 어려운 지경입니다. 위 사진은 고흐의 별이 빛나는 밤이고, 아래는 이 그린 고양이입니다....",2023.09.04.
75,더불어 사는 사회를 위한 인공지능 윤리,"인공지능의 발전으로 우리 삶이 속속들이 변화하고 있습니다. 크게는 인간이 추론하기 어려운 영역을 단시간 내에 빠르게 추론하여 합리적인 의사결정을 돕고, 작게는 인공지능 기반 맞춤형 추천을 통해 개인의 취향을 파악하고, 네트워크를 연결할 수 있는 전자기기를...",2023.08.11.
76,"인공지능(AI) 디지털교과서개발 아이디어, 온라인으로도 듣는다!","첨부파일 [교육부 08-03(목) 조간보도자료] 인공지능(AI) 디지털교과서 개발 아이디어, 온라인으로도 듣는다!.pdf 2025년 인공지능(AI) 디지털교과서 도입 예정 교과 교사를 대상으로, 효과적인 교과별 학습지원을 위한 기능에 대해 의견수렴 교육부(부총리 겸 교육부장관 이주호)는...",2023.08.02.
77,"「인공지능(AI) 디지털교과서 개발 지침」 발표, 개발의...","첨부파일 [교육부 08-30(수) 조간보도자료] 인공지능(AI) 디지털교과서 개발 지침 발표, 개발의 신호탄 쏘다.pdf 8월 30일(수) 「인공지능(AI) 디지털교과서 개발 지침」 발표 학습데이터 수집 및 관리, 기반 구축 등 핵심 기능과 클라우드 보안인증 관련 준수사항 등으로 구성 교육부...",2023.08.29.
78,네이버 인공지능 검색 cue: 사용기,"네이버 인공지능 검색 cue: 는 신청해서 승인을 받아야 사용할 수 있습니다. 승인받은 후에는 항상 cue.search.naver.com 에 접속해서 검색을 했었는데. 이제 보니 네이버 검색창의 우측에 cue: 버튼이 생겼네요. 그냥 검색과의 차이를 보기 위해 ""자동차 트렌드""라고 검색해보았습니다....",2023.09.25.
79,"인공지능(AI) 디지털교과서 개발 아이디어,교사·학생...","첨부파일 [교육부 07-07(금) 조간보도자료] 인공지능(AI) 디지털교과서 개발 아이디어, 교사·학생·학부모가 직접 제안한다!.pdf 교사·학생·학부모가 직접 참여하는 인공지능(AI) 디지털교과서 디자인연수회(워크숍) 개최 사용자 참여설계 구현을 위해 연수회(워크숍)에서 도출된...",2023.07.06.
80,ai 이미지 생성 사이트 블루윌로우 회원가입하기! 인공지능 강사,바드 등 여러 ai 툴들을 활용한 SNS 콘텐츠 제작 강의를 진행하고 있습니다. 자세한 SNS 콘텐츠 강의 문의와 인공지능 강사 소개는 아래 포스팅을 참고해주세요! 강의/컨설팅 문의하기 ***-****-**** #무료ai이미지생성 #ai이미지생성 #ai이미지생성사이트 #블루윌로우 #강사,2023.09.25.
81,텍스트로 이미지를 만드는 인공지능 스테이블 디퓨전,스테이블 디퓨전은 이미지 생성 인공지능입니다. 주소는 https://stablediffusionweb.com/ 사용법은 텍스트를 입력해서 이미지를 만들어 주도록 만들어진 이미지 생성 인공지능 모델입니다. 이렇게 텍스트를 입력해서 이미지를 만들어 주는 것을 text-to...,2023.10.03.
82,에이닷vs믿음vs익시...통신업계 인공지능(AI) 대전,"국내 대표 이동통신사들이 초거대 인공지능(AI) 기반 서비스를 강화하고 있습니다. 최근 SK텔레콤이 인공지능 브랜드 '에이닷'을 정식... '믿음'은 다양한 응용 사례를 쉽게 학습할 수 있는 '협업 융합 지능'을 갖췄고, 과거 대화를 기억해 활용하는 등 '사람에 더 가까운...",2023.10.06.
83,"SV인베스트먼트, 인공지능(AI) 반도체 스타트업 '리벨리온'의...",재료/모멘텀 인공지능(AI) 반도체 스타트업 리벨리온의 투자사 동사는 삼성전자와 협력해 내년 하반기까지 AI칩 리벨의 개발 완료 계획 리벨은 삼성 4나노 공정을 이용하며 삼성 HBM3E 메모리도 탑재 예정 데이터센터용 AI 반도체 ATOM 을 삼성 5나노 공정에서...,2023.10.05.
84,[핀테크 취준카페] #7편 - 인공지능(AI) 기업 소개,"[핀테크 취준카페] #7편 - 인공지능(AI) 기업 소개 오늘은 최근 가장 관심이 집중되고 있는 인공지능(AI)기업 중 대표적인 5곳을 알아보겠습니다. 인공지능(AI) 기업은 인공지능을 금융에 접목하여 로보어드바이저, 챗봇, 인슈어테크 등 다양한 서비스를 개발하고 있는...",2023.09.04.
85,인공지능이 또 저를 울리네요,그동안 인공지능이 개발되고 세상이 경천동지 상전벽해되어 강호에 나설까 하면 태클을 거는 족속들 때문에 고민이 많았는데 ... 아 ... 챗... 그래그래 우리나라 인공지능 화이팅이다 ! 라고 하려고 했는데 야 ... 뭐라고라 ?? 휴우 ... 이제 한테도 무시받는 사람이 되었나 ...,2023.10.08.
86,FKCCI x KOTRA Business+ Forum: 인공 지능 시대의 에너지...,"한불상공회의소는 급속한 기술 발전과 디지털 변혁의 시대 속 지속 가능한 미래 형성에 있어 AI의 중추적인 역할을 인식하고, ""인공 지능 시대의 에너지 전환""이라는 주제로 본 포럼을 개최하게 되었습니다. 본 포럼의 특별 연사로는 녹색기후기금(GCF) 수석 데이터...",2023.09.27.
87,네이버의 새로운 인공지능(AI) 검색 'Cue(큐):',"네이버 메인화면에 노출된 인공지능(AI) 검색 'Cue(큐):'. 출처=플레이 네이버 캡처화면 최근, 네이버가 생성형 AI 검색 ‘Cue(큐):’의 베타... 네이버의 새로운 인공지능(AI) 검색 'Cue(큐):' 출처='Cue(큐):' '큐(Cue):'는 네이버에서 새롭게 선보인 (AI) 검색 서비스입니다. 언어...",2023.09.22.
88,AI기술(인공지능)로 라스트마일을 개선하다!,"기업에서 인공지능(AI)을 활용하는 경우가 증가하고 있습니다. 물류 산업 역시 AI가 빠르게 적용되는 분야로 특히 라스트마일에 긍정적인 결과를 가져오고 있습니다. 오늘은 AI 기술과 라스트마일의 관계에 대해 살펴봅니다. AI를 통한 라스트마일 최적화 ""AI는 우리 네트워크에...",2023.10.20.
89,"제주도, 인공지능 활용해 아열대‧열대작물 병‧해충 조기...",지원사업은 인공지능 구현의 핵심 밑바탕이 되는 학습용 데이터를 구축해 산업 경쟁력과 사회적 문제해결 역량을 강화하기 위한 목적으로 과학기술정보통신부와 한국지능정보사회진흥원(NIA)이 추진하는 사업입니다. * 제주특별자치도 컨소시엄 : 제주특별자치도(주관)...,2023.08.31.
90,"'줌'에 추가된다는 인공지능 비서, 어떤 역할 맡을까",줌 AI 컴패니언 로고 (출처 : Zoom) 9월 5일(현지시간) 미국 화상 회의 서비스 개발사 줌 비디오 커뮤니케이션이 인공지능(AI) 비서 기능 '줌 AI 컴패니언(Zoom AI Companion)'을 발표했다. AI 컴패니언은 화상 회의 소프트웨어 '줌'을 더 편리하게 사용하도록 도움을 주는 기능이다. 줌...,2023.09.07.
91,생성형 인공지능 이란?,"생성형 인공지능은 특정 요구를 하는 이용자에 따라 생성되는 인공지능으로 말할 수 있다. 다향한 콘텐츠 생성에 이용이 되는데 미술, 코딩, 비디오, 이미지, 시, 소절 등 데이터 원본으로 학습을 통한 학습이다. 이미 전세계에서 챗GPT, 미드저니 등 다양한 모델이 공개 되었으며...",2023.09.09.
92,"“인공지능 시대의 성평등”주제, 제3회 양성평등정책포럼 개최","“인공지능 시대의 성평등”주제, 제3회 양성평등정책포럼 개최 (사진=부산여성가족과평생교육진흥원 제공) 부산시와... 제3회 양성평등정책포럼에는 동아대학교 임소연 교수가 ‘인공지능 시대의 성평등’을 주제로 특강을 진행했다. 임소연 교수는 “이 객관적이며...",2023.10.20.
93,생성형 인공지능 기술의 교육적 활용과 윤리적 쟁점을 논의하다.,첨부파일 [교육부 07-21(금) 조간보도자료] 생성형 인공지능 기술의 교육적 활용과 윤리적 쟁점을 논의하다..pdf 「제8회 디지털 인재양성... 1월∼) ‘생성형 인공지능(AI) 기술의 교육적 활용과 윤리’를 주제로 열리는 이번 토론회는 챗지피티(ChatGPT)로 대표되는 생성형...,2023.07.20.
94,다양한 인공지능 모델들,챗GPT를 통해 인공지능에 대한 관심이 많은데요. 인공지능을 구분해 보도록 하겠습니다. 먼저 생성형 AI라는 말이 있는데요. 생성형 AI(Generative AI) 언어 생성 모델(ChatGPT) GPT(Generative Pre-trained Transformer) 미리 학습(Pre-trained) 트랜스포머라는 언어 모델을...,2023.09.12.
95,2023 인공지능대학원 심포지엄(8.17~18) 개최,"인공지능대학원의 성과 공유 및 협력 연결망(네트워크) 마련 인공지능융합혁신대학원(동국대, 아주대, 부산대, 전남대) 현판 증정 및 총장 간담회 개최 과학기술정보통신부(장관 이종호, 이하 ‘과기정통부’)는 8.17(목)~18(금) 이틀 간 「2023 대학원 심포지엄」...",2023.08.17.
96,인공지능이 꿈을 통제할 수 있도록 도와줍니다,프로피틱의 하드웨어 투자는 소수의 인공 지능 회사가 디바이스나 웨어러블에 투자하고 있는 시점에 이루어졌습니다. 전 애플 직원이... 울버그와 베리는 인공지능이 헤일로 장치에서 작동할 수 있는 충분한 훈련 데이터를 제공하기 위해 돈더스 연구소의 1년간의 연구...,2023.10.15.
97,2023 코센 브린지 포럼 '인공지능' 주제 포럼 개최,"<2023 코센 브릿지 포럼 : 국가전략분야 인공지능> 인공지능(AI) 기술은 이제 산업과 사회 모든 분야에서 일상적으로 사용되고 있습니다. AI는 그 자체로 큰 가치를 창출하는 산업이며, 동시에 산업 패러다임에 혁신적인 변화를 가져오고 있습니다. AI의 안전하고 책임감 있는...",2023.10.18.
98,#빅데이터경영_인공지능 미래탐구,"#빅데이터경영_인공지능 미래탐구 #국민대 AI빅데이터 커리큘럼... #인공지능 영역에서 가장 활동적인 석학 #복수의 미래, 긍정적 미래상, 미래의 단점, 단순화 압축, 미래 대응력 #미래에 대한 고찰... 세계경제포럼(2년마다) 일자리 보고서/ 필란드이 미래위원회의 세미나,국가예산...",2023.09.16.
99,"[IT 소식] [과기원NOW] KAIST, '인공지능과 예술' 논하는 국제...",KAIST 제공 ■ 한국과학기술원(KAIST)은 인공지능(AI)와 예술을 주제로 오는 19일 대전 카이스트 본원 대강당에서 국제심포지엄을 개최한다고 13일 밝혔다. AI 시대에서 예술의 경계가 어디까지인지를 묻고 이에 대한 담론을 나눈다. 심포지엄에는 캐이 왓슨 영국...,2023.10.17.
100,인공지능 어디까지 ? 예측의 과거와 현재,"""카네기 멜론 대학 로봇연구소 한스 모리벡 박사는 인공지능이 10년마다 세대가 바뀔 정도로 급속히 발달해 2050년이면 인간의 지능을 능가할 수 있다고 전망하기도 했다. 2020년까지는 ... 생쥐(10만 MIPS) 정도의 지능을 갖춘 로봇이 등장하고 2030년까지는...",2023.09.23.
101,"[KTL TODAY] KTL, 의료인공지능개발지원센터 개설로...","의료 인공지능산업 지원 위해 구축 세계 의료 AI 산업은 2027년 시장 규모가 약 674억 달러(USD)로 성장할 것으로 전망되는 고부가가치... 의료인공지능개발지원센터(디센터1976 5층/1,130평 규모)를 개소하게 됐습니다. AI 의료기기 개발과 관련 국책과제 연구 진행중 지원센터의...",2023.09.11.
102,"인공지능(AI) 기반 시설농가 온라인 재배 분석, 구독 서비스....","에이(A)-벤처스로 팜커넥트 선정 - 인공지능(AI) 기반 시설농가 온라인 재배 분석 상담 구독 서비스 개발 (01-06-에) AI 재배분석 컨설팅... 팜커넥트는 전국 1,800개 시설 농가에서 실시간으로 수집한 환경·생육 정보를 분석하여 (AI) 기반의 온라인 재배분석 정보와 심층 학습...",2023.08.25.
103,AI 산업 투자 ETF TIMEFOLIO 글로벌AI인공지능액티브,"글로벌AI인공지능액티브 목차 1. 기본 정보 2. 구성 종목 3. 최근 수익률 4. 마치는 말 & 함께 보시면 좋은 게시물 지금 AI 관련 테마는 나스닥 상장 기업들이 이끌고 있고, 국내 상장 ETF 중 글로벌 AI 산업 투자 ETF 상품은 사실 많지가 않습니다. 현재 ""AI"" 혹은 ""...",2023.05.27.
104,"""수리수리 인공지능""하면 뚝딱 만들어지는 문해력교육...",요즘 하루가 멀다하고 다양한 인공지능 활용교육 도구들이 쏟아져나오고 있다. 그 새로운 도구의 홍수 속에서 지금 당장 학교 현장에서... 하지만 생성형 인공지능 서비스들이 대부분 그랬던 것처럼 유료화의 길을 걷게 되리라는 걱정이 앞서기도 한다. 아무튼 현재는 아무...,2023.08.03.
105,인공지능과 언어로 소통하는 프롬프트 엔지니어 Prompt...,"지난해, 대화하는 인공지능(AI) ‘챗GPT’의 등장은 그야말로 혁신이었습니다. 다들 ‘챗GPT’를 한 번쯤은 써 봤을 거예요. 호기심으로... ‘챗GPT’는 정보를 찾아 제공하는 것은 물론, 마치 사고를 하는 듯한 창의적인 답변까지 하는 생성형 입니다. ‘챗GPT’의 등장으로...",2023.09.13.
106,인공지능 리터러시(AI Literacy)를 위한 교수-학습...,ChatGPT 서비스 개시 이후 인공지능으로 인해 세상이 어떻게 변화할 것인지에 대한 관심이 뜨겁게 달아올랐다. 교육계 역시 인공지능 활용교육에 대한 모색이 활발하게 이루어지고 있다. 그런데 이런 분위기 속에서 문득 드는 생각이 있다. 활용으로 인해...,2023.08.15.
107,데이터라벨링 인공지능 학습용 데이터 : 어린이 청소년 재연...,2023년 인공지능 학습용 데이터 구축사업 어린이· 청소년 재연 배우 모집 공고 놀이기구 시설 및 이용자 위험 상황 인식데이터 구축을 위한어린이· 청소년 재연 배우를 모집한다는 공고입니다. 놀이시설 안전사고 예방용 시스템 개발을 위해서 영상 수집에 들어가는...,2023.09.01.
108,"직접 써본 인공지능 판독기, 사람과 인공지능을 정확하게...",인공지능(AI) 챗봇인 챗GPT는 처음 출시됐을 때 엄청난 인기를 끌었습니다. 궁금한 내용을 질문하면 사람과 비슷한 말투로 일목요연하게... 인공지능은 날이 갈수록 사람과 비슷한 글 실력을 보이고 있습니다. 인공지능으로 작성한 대학교 과제나 논문은 사람이 며칠을 공들여...,2023.08.09.
109,"보이스피싱, 인공지능으로 막아낸다!","바로 목소리 위조 인공지능을 악용한 수법입니다. 전화기 너머로 가까운 사람의 목소리가 들려온다면 아무리 의심이 많은 사람이라도... SNS상에서도 A가수가 부르는 B가수의 곡이라며 인공지능을 이용해 특정 가수의 목소리를 구현하는 경우를 찾아볼 수 있는데, 보이스피싱 집단은...",2023.07.17.
110,의료 AI 인공지능 관련주 언제 터질지 모름,"최근 핫한 섹터 : 의료 바이오, 인공지능 AI 2차 전지 산업 쪽에서 조정이 이루어지면서 주도주가 교체되고 있습니다. 지금 또다른 새로운... 뿐만 아니라 인공지능 AI 관련주도 주도주로 자리잡았습니다. 미국에서 가장 유명한 엔비디아부터 셀바스AI, 한미반도체 등 골고루 많이...",2023.09.13.
111,레오나르도 AI 가입 및 인공지능 이미지 생성 후기,"메인 페이지에서 맘에 드는 이미지를 찾고 적용된 프롬프트를 활용해서 인공지능 이미지를 만들어 보도록 하겠습니다. ▲ 메인에... 드림스나이퍼, 스태이블 디퓨전 등의 인공지능도 선택해서 생성할 수 있는데 적용된 샘플러와 일부 옵션들은 그대로 적용됩니다. 여기서는...",2023.05.14.
112,스마트테크코리아에서 본 이스트소프트의 인공지능 기술들,이유는 이 이스트소프트 사장님이 뛰어난 인공지능 기술을 꾸준히 연구 개발하고 있었더라고요. 제가 챗GPT 원리를 잘 몰랐을 때... 실제로 셔터스톡은 인공지능이 학습한 데이터 또는 원재료의 사진을 촬영한 원저작권자에게 AI가 만든 사진을 판매하면 판매액의 일부를...,2023.07.07.
113,"[종로구cctv] 소중한 우리 회사 창고 물건, 인공지능이 지킵니다.",안녕하세요 인공지능 수도권cctv 종로구cctv 전문 업체 자비스넷입니다. 보통 기계를 제조하는 업체들에는 물건을 보관하거나 재고를... 인공지능을 활용한 자가보안을 추구하기에 더욱 신속한 알림을 드리고자 노력합니다. 위 솔루션에서는 상황 발생 즉시 이 어떠한...,2023.10.19.
114,SKT AI 서비스 A.(에이닷) 더욱 스마트해진 인공지능 누려봐요,하지만 또 인공지능이 여전히 어렵게 느껴지시는 분들도 계실 것 같습니다. 그래서 오늘은 누구나 쉽게 SKT AI 서비스에 대해 이야기해보려고 하는데요. 스마트폰만 있으면 누구나 쉽게 쓸 수 있는 앱인 A.(에이닷)이 그 주인공입니다 :) A.(에이닷)은 일상형 디지털 메이트로...,2023.07.11.
115,"Boardmix 협업툴 인공지능 화이트 보드, AI 사진...","Boardmix 협업툴 인공지능 화이트 보드, AI 사진, 프레젠테이션 사이트 안녕하세요. 사진&IT 크리에이터 자유분방입니다. 이번 글에서는 Boardmix라는 협업툴 겸 인공지능 AI를 이용한 파워포인트, 템플릿, AI사진, 흐름도, 마인드맵 등을 만들 수 있는 획기적인 협업 툴 소개...",2023.09.04.
116,"[궁금한 경제Y] 현대판 러다이트운동, 인공지능은 우리의...","· · · · 최근 chatGPT, DALL-E 등의 인공지능은 인간만의 고유 영역으로 여겨왔던 인문, 예술 부문에서 인간과 유사하거나 그보다 뛰어넘는 역량을 가질 수 있음을 보여주었어요. 인공지능 기술이 인간의 일들을 대신할 수 있다는 점에서 환영받고 있지만, 반대로 인간의 직업을 앗아갈...",2023.08.22.
117,"러시아, 인공지능 도입으로 IT 인력 부족 해결 계획",러시아 로스텔레콤은 인공지능을 도입해 IT 인력 부족 문제를 해결하겠다는 계획이다. 운영자는 소프트웨어 개발을 위한 자체 AI... 바로 사람 대신 인공 지능으로 대체하는 것이라고 Kommersant는 적고 있다. IT 직원을 알고리즘과 기술로 교체하려는 Rostelecom의 계획은...,2023.09.30.
118,소상공인을 위한 인공지능 챗GPT와 함께하는 식당 메뉴 구성...,"인공지능 챗GPT와 함께하는 식당 메뉴 구성 노하우 소상공인을 위한 인공지능 챗GPT와 함께하는 식당 메뉴 구성 및 가격 설정 노하우 안녕하세요, 소상공인 여러분! 오늘은 제가 인공지능 챗GPT와 함께 식당 메뉴 구성에 대해 이야기 나눈 내용을 유튜브 영상으로 만들어 보았습니다....",2023.10.10.
119,인공지능 챗봇 빙이 알려주는 군봉묵은지김치찜 대박 비결?,#인공지능빙 #군봉묵은지김치찜 안녕하세요. 맛집을 넘어 대박집을 소개하고 대박의 비결을 알려드리는 '인공지능 빅데이터 상권분석 온라인마케팅 전문가 김영갑교수'입니다. 인공지능 챗봇 빙이 알려주는 군봉묵은지김치찜 대박 비결? 인천 연수구 옥련동 맛집 군봉묵은지김치찜....,2023.09.04.
